Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
20-058022,2020-12,11/17/2020 0:00,Y, , ,1, ,51212,1,BURGLARY-RESIDENCE/NIT/FORCE ENT/UNOCCUPIED       ,4724,GOETHE,6,,,4724,GOETHE,0,0
20-052126,2020-12,11/17/2020 7:05,Y, , ,1, ,82100,4,ARSON-2ND DEGREE/ATTEMPT                          ,1315,WASHINGTON AVE,36, , ,1315,WASHINGTON,906240.7,1019290
20-056708,2020-12,11/17/2020 8:00,Y, , ,1, ,69702,6,LARCENY-ALL OTHER UNDER $500                      ,4229,GERALDINE,70,,,4229,GERALDINE,0,0
20-056705,2020-12,11/17/2020 9:45,Y, , ,1, ,65701,5,LARCENY-MTR VEH PARTS UNDER $500                  ,6014,PERSHING,46,,,6014,PERSHING,0,0
20-052179,2020-12,11/17/2020 11:58,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT                         ,5021,LOUISIANA AVE,16, , ,5021,LOUISIANA,891889.1,997026.8
20-055715,2020-12,11/17/2020 16:00,Y, , ,1, ,65601,4,"LARCENY-MTR VEH PARTS $500 - $24,999              ",2665,SCOTT,37,PROFESSIONAL ENVIRONMENTAL ENGINEERS,,2665,SCOTT,0,0
20-052319,2020-12,11/17/2020 23:05, ,Y, ,-1, ,51222,1,BURGLARY-RESIDENCE/NIT/UNLAW ENT/UNOCCUPIED       ,3521,BINGHAM AVE,16, , ,3521,BINGHAM,893494.5,999826.4
20-058089,2020-12,11/18/1999 0:01,Y, , ,1, ,176200,4,SEX OFFNS-SX ABUSE/2ND/VIC 12-13 OR INCAPACITA    ,700,CONVENTION,36,,,1900,OLIVE,0,0
20-057903,2020-12,11/18/2020 0:00,Y, , ,1, ,52322,3,BURGLARY-BUSINESS/UNK TIME/UNLAW ENT/UNOCCUPIE    ,1921,9TH,21,Preservation Hall,,1921,9TH,0,0
20-056354,2020-12,11/18/2020 11:30,Y, , ,1, ,71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,4705,FLORISSANT,86,,,4705,FLORISSANT,0,0
20-055808,2020-12,11/18/2020 12:00,Y, , ,1, ,130000,1,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET    ",5201,GRAND,16,,,,,0,0
20-054465,2020-12,11/18/2020 12:00,Y, , ,1, ,51322,3,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED       ,3552,HALLIDAY AVE,25, , ,3552,HALLIDAY,894107.5,1009254
20-054632,2020-12,11/18/2020 14:30,Y, , ,1, ,69602,4,"LARCENY-ALL OTHER $500 - $24,999                  ",1024,N 14TH ST,61, , ,1024,14TH,906801.9,1020640
20-054227,2020-12,11/18/2020 20:37,Y, , ,1, ,52312,2,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED    ,4175,CHIPPEWA ST,15,EZ STORAGE,RENTAL STORAGE FACILITY,4175,CHIPPEWA,889186.2,1003827
20-052521,2020-12,11/18/2020 22:59,Y, , ,1, ,152200,6,WEAPONS-CITY VIOL/DISCHRGING IN CITY              ,3018,NEW ASHLAND,56,                                                                           ,                                                                                ,3018,NEW ASHLAND,0,0
20-052483,2020-12,11/19/2020 8:27, , ,Y,1, ,71030,6,AUTO THEFT-PERM RETNT/JOY RIDE                    ,6124,N BROADWAY,79,LOVE S TRAVEL STOP, ,6124,BROADWAY,900558.8,1038456
20-052483,2020-12,11/19/2020 8:27, , ,Y,-1, ,71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,6124,N BROADWAY,79,LOVE S TRAVEL STOP, ,6124,BROADWAY,900558.8,1038456
20-056201,2020-12,11/19/2020 11:00,Y, , ,1, ,65701,2,LARCENY-MTR VEH PARTS UNDER $500                  ,3460,KINGSHIGHWAY,39,,,4435,ARCO,0,0
20-055331,2020-12,11/19/2020 11:30,Y, , ,1, ,65701,3,LARCENY-MTR VEH PARTS UNDER $500                  ,2743,GRAVOIS,24,St. Louis Motor Company,,2743,GRAVOIS,0,0
20-054299,2020-12,11/19/2020 23:00,Y, , ,1, ,21000,5,RAPE -- FORCIBLE                                  ,5500,DR MARTIN LUTHER KING DR,50, , ,1900,OLIVE,0,0
18-055301,2020-12,11/20/2018 22:31,Y, , ,1, ,82000,6,ARSON-2ND DEGREE/SUCCESS                          ,4329,LEE AVE,68, , ,,,897067.1,1034320
20-052634,2020-12,11/20/2020 0:42, , ,Y,-1, ,92000,1,SIMPLE ASSAULT-HARRASSMENT                        ,3751,MERAMEC ST,16, , ,,,892347.6,1001196
20-053684,2020-12,11/20/2020 17:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,1307,MACKAY PL,32, , ,1307,MACKAY,901173.3,1014168
20-054376,2020-12,11/20/2020 17:00,Y, , ,1, ,52312,4,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED    ,725,N 23RD ST,36,STORAGE SPACE, ,725,23RD,902495.8,1020449
20-056374,2020-12,11/20/2020 21:02,Y, , ,1, ,242000,4,DISORDERLY CONDUCT-HARRASSMENT (IF NO THREAT I    ,1,MEMORIAL,35,,,1,MEMORIAL,0,0
20-056461,2020-12,11/20/2020 22:30,Y, , ,1, ,67701,6,LARCENY-FROM BUILDING UNDER $500                  ,,,72,,,5509,DAVISON,0,0
20-052794,2020-12,11/21/2020 0:33,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT                         ,5052,GRACE AVE,3, , ,5201,GRAND,890954.8,997246.9
20-053100,2020-12,11/21/2020 2:17,Y, , ,1, ,152200,6,WEAPONS-CITY VIOL/DISCHRGING IN CITY              ,3021,NEW ASHLAND,56,,,3052,NEW ASHLAND,0,0
20-056337,2020-12,11/21/2020 8:00,Y, , ,1, ,115100,2,FRAUD-STEALING BY DECEIT/OVER $150                ,4928,LINDENWOOD,14,,,4928,LINDENWOOD,0,0
20-052984,2020-12,11/21/2020 18:00,Y, , ,1, ,51322,4,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED       ,1706,WASHINGTON AVE,36, , ,1706,WASHINGTON,904722.5,1019461
20-054478,2020-12,11/21/2020 22:18,Y, , ,1, ,69702,1,LARCENY-ALL OTHER UNDER $500                      ,1111,WILMINGTON AVE,1, , ,1111,WILMINGTON,890276.8,994814.9
20-052949,2020-12,11/22/2020 2:15,Y, , ,1, ,182999,4,DRUGS-POSSESSION/OTHR UNSPEC DRUG                 ,999,N 2ND ST,35, ,@HOTEL- FOUR SEASONS,999,2ND,910439.8,1019433
20-053114,2020-12,11/22/2020 5:29,Y, , ,1, ,152200,6,WEAPONS-CITY VIOL/DISCHRGING IN CITY              ,4001,FAIR,68,,,4001,FAIR,0,0
20-056215,2020-12,11/22/2020 12:03,Y, , ,1, ,264100,4,HEALTH-SANITATION VIOL                            ,4430,20TH,66,,,4430,20TH,0,0
20-056441,2020-12,11/22/2020 16:00,Y, , ,1, ,264100,2,HEALTH-SANITATION VIOL                            ,3865,FAIRVIEW,15,,,3865,FAIRVIEW,0,0
20-053030,2020-12,11/22/2020 18:43,Y, , ,1, ,130000,0,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET    ",0,HORSESHOE LAKE RD / RT 162,0, , ,,MOUND,0,0
20-053452,2020-12,11/22/2020 19:01,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY              ,5748,COTE BRILLIANTE,50,,,5748,COTE BRILLIANTE,0,0
20-053119,2020-12,11/22/2020 19:03,Y, , ,1, ,52212,2,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE         ,4175,CHIPPEWA ST,15,EZ STORAGE,STORAGE / RENTAL FACILITY,4175,CHIPPEWA,889186.2,1003827
20-053447,2020-12,11/22/2020 19:13,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY              ,1617,BURD,50,,,1617,BURD,0,0
20-053057,2020-12,11/22/2020 22:30, ,Y, ,-1, ,38112,4,ROBBERY CARJACKING /FIREARM USED/ATTEMPT          ,0,N 18TH ST / OLIVE ST,36, , ,1916,LUCAS,904274.2,1018933
20-058651,2020-12,11/23/2020 0:00,Y, , ,1, ,71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,2233,WASHINGTON,36,ENTERPRISE,,2233,WASHINGTON,0,0
20-054775,2020-12,11/23/2020 0:01,Y, , ,1, ,71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,3973,MERAMEC ST,16, ,PARKED ON STREET,3973,MERAMEC,890708.4,1002283
20-053118,2020-12,11/23/2020 1:17,Y, , ,1, ,152200,6,WEAPONS-CITY VIOL/DISCHRGING IN CITY              ,4123,SAN FRANCISCO,68,,,4123,SAN FRANCISCO,0,0
20-058179,2020-12,11/23/2020 10:00,Y, , ,1, ,65701,2,LARCENY-MTR VEH PARTS UNDER $500                  ,,,39,,,,,0,0
20-054181,2020-12,11/23/2020 12:00,Y, , ,1, ,69702,1,LARCENY-ALL OTHER UNDER $500                      ,3917,BATES ST,5, , ,3917,BATES,888565.8,997396.3
20-055135,2020-12,11/23/2020 13:00,Y, , ,1, ,115400,1,STLG BY DECEIT/IDENTITY THEFT REPORT              ,5523,GRANT,5,,,5523,GRANT,0,0
20-053144,2020-12,11/23/2020 13:20,Y, , ,1, ,263299,5,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL     ,4371,MARYLAND AVE,38, ,REAR,4371,MARYLAND,890898.1,1023189
20-053142,2020-12,11/23/2020 13:57,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,1523,S 10TH ST,34, , ,1523,10TH,905150.7,1012045
20-056532,2020-12,11/23/2020 15:00,Y, , ,1, ,52312,4,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED    ,3738,OLIVE,77,,,3738,OLIVE,0,0
20-053415,2020-12,11/23/2020 15:48,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY              ,2865,UNION,50,,,2685,UNION,0,0
20-054697,2020-12,11/23/2020 16:30,Y, , ,1, ,71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,4719,WASHINGTON AVE,38, , ,4719,WASHINGTON,889183.6,1025751
20-053455,2020-12,11/23/2020 17:37,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY              ,2809,HAMILTON,50,,,2809,HAMILTON,0,0
20-053418,2020-12,11/23/2020 17:45,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY              ,2524,GROVER,50,,,2524,GROVER,0,0
20-058247,2020-12,11/23/2020 18:30,Y, , ,1, ,69702,2,LARCENY-ALL OTHER UNDER $500                      ,3643,WINNEBAGO,15,,,3643,WINNEBAGO,0,0
20-055550,2020-12,11/23/2020 19:11,Y, , ,1, ,121000,1,EMBEZZLEMENT-VALUE OVER $150                      ,4930,CHRISTY,5,Burlington Coat Factory,,4930,CHRISTY,0,0
20-056768,2020-12,11/23/2020 22:00,Y, , ,1, ,64701,6,LARCENY-FROM MTR VEH UNDER $500                   ,3901,KINGSHIGHWAY,70,PREMIER AUTO & SELF STORAGE,,3901,KINGSHIGHWAY,0,0
20-053286,2020-12,11/24/2020 1:10,Y, , ,1, ,183250,5,DRUGS-SALE/COCAINE                                ,1906,UNION BLVD,52,JOHNNIE KING,TWO-FAMILY,1906,UNION,887174.6,1032278
20-055497,2020-12,11/24/2020 7:00,Y, , ,1, ,21000,4,RAPE -- FORCIBLE                                  ,3000,13TH,63,,,3000,13TH,0,0
20-054737,2020-12,11/24/2020 8:48,Y, , ,1, ,115100,4,FRAUD-STEALING BY DECEIT/OVER $150                ,1000,CLARK AVE,35, , ,1000,CLARK,906803,1016334
20-053254,2020-12,11/24/2020 9:15,Y, , ,1, ,130000,6,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET    ",4325,DRYDEN CT,69, , ,,,897306.8,1037464
20-054763,2020-12,11/24/2020 10:00,Y, , ,1, ,67701,4,LARCENY-FROM BUILDING UNDER $500                  ,1010,ST CHARLES ST,35, , ,1010,ST CHARLES,907503,1018545
20-053277,2020-12,11/24/2020 12:05,Y, , ,1, ,151130,6,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING            ,4738,BESSIE CT,69, , ,4738,BESSIE,894163.1,1036294
20-053319,2020-12,11/24/2020 16:43,Y, , ,1, ,130000,6,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET    ",4549,CARTER AVE,69, , ,,,895947.5,1036440
20-055270,2020-12,11/24/2020 20:30,Y, , ,1, ,51322,4,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED       ,1447,14TH,61,,,1447,14TH,0,0
20-055909,2020-12,11/24/2020 21:00,Y, , ,1, ,72130,1,AUTO THEFT-TRUCK/PERM RETNT/JOY RIDE              ,8645,BROADWAY,2,McGuire Moving and Storage,,8645,BROADWAY,0,0
20-055283,2020-12,11/24/2020 21:37,Y, , ,1, ,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999               ",7410,HALL,60,,,2515,HEBERT,0,0
20-053420,2020-12,11/24/2020 21:45,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY              ,4768,HAMMETT,55,,,4768,HAMMETT,0,0
20-055084,2020-12,11/25/2020 0:00,Y, , ,1, ,67701,3,LARCENY-FROM BUILDING UNDER $500                  ,1020,14TH,33,,,1020,14TH,0,0
20-053378,2020-12,11/25/2020 0:22, ,Y, ,-1, ,38111,5,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL       ,1700,N KINGSHIGHWAY BLVD,55, , ,,,888672.3,1030979
20-054385,2020-12,11/25/2020 9:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4604,ANDERSON AVE,69, , ,4604,ANDERSON,895184.8,1036145
20-054884,2020-12,11/25/2020 11:00,Y, , ,1, ,69702,3,LARCENY-ALL OTHER UNDER $500                      ,1929,CHIPPEWA ST,18, , ,1929,CHIPPEWA,899691.5,1002265
20-053438,2020-12,11/25/2020 12:10,Y, , ,1, ,130000,4,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET    ",3219,PALM PL,59, , ,3219,PALM,901329,1029234
20-058275,2020-12,11/25/2020 16:00,Y, , ,1, ,67701,5,LARCENY-FROM BUILDING UNDER $500                  ,5560,PERSHING,47,,,5560,PERSHING,0,0
20-056449,2020-12,11/25/2020 17:00,Y, , ,1, ,67601,1,"LARCENY-FROM BUILDING $500 - $24,999              ",8125,,2,,,8125,MICHIGAN,0,0
20-055913,2020-12,11/25/2020 20:00,Y, , ,1, ,64601,2,"LARCENY-FROM MTR VEH $500 - $24,999               ",2744,TAMM,11,,,2744,TAMM,0,0
20-058732,2020-12,11/25/2020 23:00,Y, , ,1, ,64701,3,LARCENY-FROM MTR VEH UNDER $500                   ,1632,13TH,33,,,1632,13TH,0,0
20-055167,2020-12,11/26/2020 6:35,Y, , ,1, ,65701,3,LARCENY-MTR VEH PARTS UNDER $500                  ,1427,3RD,20,Broadway Ford Truck Sales,,1427,3RD,0,0
20-054207,2020-12,11/26/2020 11:00,Y, , ,1, ,69602,2,"LARCENY-ALL OTHER $500 - $24,999                  ",6510,MITCHELL AVE,43, , ,6510,MITCHELL,877915.3,1015033
20-055260,2020-12,11/26/2020 11:00,Y, , ,1, ,51312,3,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,3526,NEBRASKA,19,,,3524,NEBRASKA,0,0
20-054599,2020-12,11/26/2020 12:00,Y, , ,1, ,51312,2,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,2615,ABBOTT PL,10, , ,2615,ABBOTT,875724.5,1012345
20-056426,2020-12,11/26/2020 17:00,Y, , ,1, ,65601,1,"LARCENY-MTR VEH PARTS $500 - $24,999              ",4748,NEBRASKA,17,,,4748,NEBRASKA,0,0
20-054988,2020-12,11/26/2020 21:30,Y, , ,1, ,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999               ",300,N 4TH ST,35,MANSION HOUSE, ,300,4TH,909633.8,1017651
20-054855,2020-12,11/27/2020 8:00,Y, , ,1, ,71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,1251,N 15TH ST,61, , ,1251,15TH,906376.5,1021524
20-055151,2020-12,11/27/2020 8:00,Y, , ,1, ,112010,2,FRAUD-CREDIT DEVICE/OVER $150                     ,6634,,11,,,6634,MCCUNE,0,0
20-053666,2020-12,11/27/2020 9:30,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT                         ,647,TOWER GROVE AVE,38, ,@STIX SCHOOL,647,TOWER GROVE,890363.6,1019087
20-055604,2020-12,11/27/2020 10:10,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL                            ,5327,GERALDINE,71,,,2807,WATSON,0,0
20-056425,2020-12,11/27/2020 12:00,Y, , ,1, ,71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,6227,ROSEBURY,45,,,6227,ROSEBURY,0,0
20-055258,2020-12,11/27/2020 13:30,Y, , ,1, ,67701,6,LARCENY-FROM BUILDING UNDER $500                  ,4263,ASHLAND,56,,,4263,ASHLAND,0,0
20-053712,2020-12,11/27/2020 14:36,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT                         ,0,ENRIGHT AVE / N EUCLID AVE,53, ,7/11 BACK OF THE PARKING LOT,,,888670.3,1026494
20-053726,2020-12,11/27/2020 15:00, , ,Y,-1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,0,ALBERTA ST / S GRAND BLVD,38, , ,4949,,893146.3,1002098
20-054400,2020-12,11/27/2020 16:00,Y, , ,1, ,65601,2,"LARCENY-MTR VEH PARTS $500 - $24,999              ",5052,PARKER AVE,14, , ,5052,PARKER,883905.6,1007117
20-054564,2020-12,11/27/2020 17:00,Y, , ,1, ,65601,2,"LARCENY-MTR VEH PARTS $500 - $24,999              ",5601,MANCHESTER AVE,41,COVENTRY MOTOR CARS, ,5601,MANCHESTER,882926.1,1016055
20-056596,2020-12,11/27/2020 18:00,Y, , ,1, ,65701,1,LARCENY-MTR VEH PARTS UNDER $500                  ,4445,GRAVOIS,5,,,4445,GRAVOIS,0,0
20-054641,2020-12,11/27/2020 18:00,Y, , ,1, ,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999               ",2760,BACON ST,59, ,ON STREET,2760,BACON,900077.3,1027035
20-053742,2020-12,11/27/2020 19:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,1610,N KINGSHIGHWAY BLVD,55, ,@WARWOOD APTS APT 8008,1610,KINGSHIGHWAY,888692.6,1030783
20-055004,2020-12,11/27/2020 19:00,Y, , ,1, ,65701,3,LARCENY-MTR VEH PARTS UNDER $500                  ,0,GASCONADE ST / I 55 SOUTHBOUND,18, , ,,,898661.2,1000422
20-058653,2020-12,11/27/2020 20:04,Y, , ,1, ,115100,1,FRAUD-STEALING BY DECEIT/OVER $150                ,6740,ALABAMA,1,,,6740,ALABAMA,0,0
20-054778,2020-12,11/27/2020 21:00,Y, , ,1, ,64701,4,LARCENY-FROM MTR VEH UNDER $500                   ,1500,DESTREHAN ST,65, , ,1500,DESTREHAN,906064.7,1028898
20-053761,2020-12,11/27/2020 22:00,Y, , ,1, ,130000,5,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET    ",5714,PAGE BLVD,48, , ,,,882422,1031405
20-058203,2020-12,11/28/2020 14:00,Y, , ,1, ,69702,3,LARCENY-ALL OTHER UNDER $500                      ,4134,MICHIGAN,16,,,4134,MICHIGAN,0,0
20-056326,2020-12,11/28/2020 15:00,Y, , ,1, ,67601,3,"LARCENY-FROM BUILDING $500 - $24,999              ",1704,TUCKER,34,,,1704,TUCKER,0,0
20-055307,2020-12,11/28/2020 15:00,Y, , ,1, ,67701,1,LARCENY-FROM BUILDING UNDER $500                  ,7818,MINNESOTA,2,,,7818,MINNESOTA,0,0
20-054265,2020-12,11/28/2020 16:00,Y, , ,1, ,66701,5,LARCENY-BICYCLES UNDER $500                       ,527,CLARA AVE,47, , ,527,CLARA,882223.8,1026304
20-054216,2020-12,11/28/2020 16:42,Y, , ,1, ,152200,6,WEAPONS-CITY VIOL/DISCHRGING IN CITY              ,4449,ASHLAND,56,                                                                           ,                                                                                ,4449,ASHLAND,0,0
20-054422,2020-12,11/28/2020 17:00,Y, , ,1, ,71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,0,CABANNE AVE / N KINGSHIGHWAY B,53, ,ALIAS CABANNE AVE/N KINGSHWY BLVD CITY,,,887998.2,1027881
20-053859,2020-12,11/28/2020 17:15,Y, , ,1, ,91113,5,SIMPLE ASSAULT-ADULT/NO INJURY                    ,5935,DELMAR BLVD,48,FAMILY DOLLAR, ,5935,DELMAR,879643.6,1027424
20-053859,2020-12,11/28/2020 17:15,Y, , ,1, ,91113,5,SIMPLE ASSAULT-ADULT/NO INJURY                    ,5935,DELMAR BLVD,48,FAMILY DOLLAR, ,5935,DELMAR,879643.6,1027424
20-053843,2020-12,11/28/2020 17:26,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT                         ,0,DELMAR BLVD / N SKINKER BLVD,46, , ,6161,DELMAR,877404.6,1027557
20-053853,2020-12,11/28/2020 20:00,Y, , ,1, ,130000,5,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET    ",1065,HODIAMONT AVE,48, , ,,,879048.6,1030721
20-054429,2020-12,11/28/2020 20:00,Y, , ,1, ,65701,5,LARCENY-MTR VEH PARTS UNDER $500                  ,6115,WATERMAN BLVD,46, , ,6115,WATERMAN,878069.5,1025911
20-054208,2020-12,11/28/2020 20:15,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY              ,5897,KENNERLY,50,                                                                           ,                                                                                ,5897,KENNERLY,0,0
20-054212,2020-12,11/28/2020 20:28,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY              ,1975,BURD,50,                                                                           ,                                                                                ,1975,BURD,0,0
20-054225,2020-12,11/28/2020 22:39,Y, , ,1, ,152200,6,WEAPONS-CITY VIOL/DISCHRGING IN CITY              ,4524,HARRIS,68,                                                                           ,                                                                                ,5524,HARRIS,0,0
20-054745,2020-12,11/28/2020 23:00,Y, , ,1, ,71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,0,N 8TH ST / WASHINGTON AVE,35, , ,1701,11TH,908309.3,1018628
20-053925,2020-12,11/29/2020 11:30,Y, , ,1, ,151110,5,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION          ,0,CLARA AVE / PAGE BLVD,48, , ,,,883141.4,1031082
20-053928,2020-12,11/29/2020 12:00,Y, , ,1, ,130000,6,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET    ",4979,NATURAL BRIDGE AVE,69, ,@MCDONALDS - NATURAL BRIDGE,,,891403.6,1035206
20-055129,2020-12,11/29/2020 14:22,Y, , ,1, ,63701,1,LARCENY-SHOPLIFT UNDER $500                       ,932,LOUGHBOROUGH,1,Lowe's Home Improvement,,932,LOUGHBOROUGH,0,0
20-056229,2020-12,11/29/2020 15:05,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL                            ,5309,GERALDINE,71,,,5309,GERALDINE,0,0
20-053948,2020-12,11/29/2020 15:16,Y, , ,1, ,263299,3,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL     ,1900,WITHNELL AVE,22, , ,1900,WITHNELL,900713.9,1005571
20-056231,2020-12,11/29/2020 15:31,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL                            ,5309,GERALDINE,71,,,5309,GERALDINE,0,0
20-054401,2020-12,11/29/2020 16:00,Y, , ,1, ,69702,1,LARCENY-ALL OTHER UNDER $500                      ,903,BELLERIVE BLVD,1, , ,903,BELLERIVE,891349.8,995088.8
20-056232,2020-12,11/29/2020 16:15,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL                            ,5309,GERALDINE,71,,,5309,GERALDINE,0,0
20-054167,2020-12,11/29/2020 18:00,Y, , ,1, ,69702,2,LARCENY-ALL OTHER UNDER $500                      ,5893,RHODES AVE,8, , ,5893,RHODES,878135.6,999949.4
20-055131,2020-12,11/29/2020 19:23,Y, , ,1, ,63701,1,LARCENY-SHOPLIFT UNDER $500                       ,932,LOUGHBOROUGH,1,Lowe's Home Improvement,,932,LOUGHBOROUGH,0,0
20-054774,2020-12,11/29/2020 20:00,Y, , ,1, ,64701,3,LARCENY-FROM MTR VEH UNDER $500                   ,3654,OREGON AVE,19, , ,3654,OREGON,896789.8,1003353
20-054224,2020-12,11/29/2020 20:34,Y, , ,1, ,152200,6,WEAPONS-CITY VIOL/DISCHRGING IN CITY              ,4301,HARRIS,68,                                                                           ,                                                                                ,4301,HARRIS,0,0
20-058675,2020-12,11/30/2020 0:00,Y, , ,1, ,65701,3,LARCENY-MTR VEH PARTS UNDER $500                  ,3520,CHOUTEAU,31,LIFE CARE CENTER OF SAINT LOUIS,,3520,CHOUTEAU,0,0
20-054153,2020-12,11/30/2020 0:29,Y, , ,1, ,263299,1,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL     ,0,BATES ST / GRAVOIS AVE,5, , ,,,885431.4,999336.9
20-056418,2020-12,11/30/2020 9:00,Y, , ,1, ,264100,1,HEALTH-SANITATION VIOL                            ,4623,MINNESOTA,17,,,4623,MINNESOTA,0,0
20-054412,2020-12,11/30/2020 10:00,Y, , ,1, ,67701,6,LARCENY-FROM BUILDING UNDER $500                  ,5928,FERRIS AVE,70, , ,5928,FERRIS,884879.9,1039705
